slug,nombre_ejercicio,descripcion,beneficios,errores_comunes,precauciones,tipo_ejercicio,musculos_principales,musculos_secundarios,equipamiento_necesario,nivel_recomendado,intensidad,objetivos_principales,ranking_efectividad,etiquetas,variaciones,hsl_link,direct_link,thumbnail_url,preview_url_webp,storage_video
press-agarre-neutro,Press con agarre neutro,"Sentado o de pie, presiona mancuernas desde hombros hacia arriba con palmas enfrentadas. El agarre neutro es más seguro para el hombro. Foco en deltoides anterior y tríceps.","[""Seguro para hombro"",""Activa deltoides anterior y tríceps"",""Corrige desequilibrios""]","[""Arquear la espalda"",""No bajar suficiente"",""Chocar mancuernas""]","[""Core activado"",""Peso controlado"",""Evita choque de mancuernas""]",compuesto,Deltoides anterior,"[""Tríceps"",""Pectoral mayor"",""Trapecio"",""Serrato anterior""]","[""Mancuernas"",""Barra suiza""]","[""Principiante"",""Intermedio"",""Avanzado""]",media,hipertrofia,9,"[""hombros"",""gimnasio"",""casa""]","[""press-agarre-neutro"",""press-hombro-barra"",""press-hombro-mancuernas""]",https://vz-cddd003b-54d.b-cdn.net/11acdeab-a380-4e4c-bb87-8adb03e55d6a/playlist.m3u8,https://iframe.mediadelivery.net/play/458976/11acdeab-a380-4e4c-bb87-8adb03e55d6a,https://vz-cddd003b-54d.b-cdn.net/11acdeab-a380-4e4c-bb87-8adb03e55d6a/thumbnail.jpg,https://vz-cddd003b-54d.b-cdn.net/11acdeab-a380-4e4c-bb87-8adb03e55d6a/preview.webp?v=1752877359,https://olympo.b-cdn.net/hombros/Press-Agarre-Neutro.mp4
press-arnold,Press Arnold,"Press de hombro sentado con mancuernas, inicia con palmas hacia el cuerpo y rota durante el ascenso hasta palmas al frente. Gran rango de movimiento, máxima activación deltoides.","[""Gran activación de deltoides"",""ROM amplio"",""Corrige desequilibrios""]","[""Peso excesivo"",""Movimiento rápido"",""Rotación incorrecta""]","[""Técnica estricta"",""Control de core"",""Progresión lenta de peso""]",compuesto,Deltoides anterior,"[""Deltoides lateral"",""Tríceps"",""Trapecio"",""Core""]","[""Mancuernas""]","[""Intermedio"",""Avanzado""]",media,hipertrofia,8,"[""hombros"",""gimnasio""]","[""press-arnold"",""press-hombro-mancuernas"",""press-hombro-barra""]",https://vz-cddd003b-54d.b-cdn.net/7db789b3-41e1-4544-aac6-c7932a6a6131/playlist.m3u8,https://iframe.mediadelivery.net/play/458976/7db789b3-41e1-4544-aac6-c7932a6a6131,https://vz-cddd003b-54d.b-cdn.net/7db789b3-41e1-4544-aac6-c7932a6a6131/thumbnail.jpg,https://vz-cddd003b-54d.b-cdn.net/7db789b3-41e1-4544-aac6-c7932a6a6131/preview.webp?v=1752877498,https://olympo.b-cdn.net/hombros/Press-Arnold.mp4
press-banca-cerrado,Press de banca con agarre cerrado,"Acostado en un banco plano, sujeta la barra con las manos al ancho de los hombros o un poco menos. Baja la barra hacia la parte baja del pecho, manteniendo los codos cerca del cuerpo. Empuja la barra hacia arriba, enfocando la fuerza en los tríceps. Mantén el control y no rebotes la barra en el pecho.","[""Altísima activación de tríceps"",""Permite usar cargas pesadas"",""Mejora la fuerza de empuje y el bloqueo""]","[""Agarre excesivamente cerrado"",""Abrir los codos hacia los lados"",""Rebotar la barra en el pecho""]","[""Usa un observador con cargas altas"",""Elige un agarre cómodo para muñecas/codos"",""Controla la barra en el descenso""]",compuesto,Tríceps braquial,"[""Pectoral mayor"",""Deltoides anterior"",""Ancóneo""]","[""Banco plano"",""Barra olímpica"",""Discos"",""Rack""]","[""Intermedio"",""Avanzado""]",alta,hipertrofia,10,"[""gimnasio"",""brazos"",""pecho""]","[""press-cerrado-mancuernas"",""press-cerrado-smith"",""press-tate""]",https://vz-cddd003b-54d.b-cdn.net/ad625fe9-b699-437d-8c21-5d6fccdde5ac/playlist.m3u8,https://iframe.mediadelivery.net/play/458976/ad625fe9-b699-437d-8c21-5d6fccdde5ac,https://vz-cddd003b-54d.b-cdn.net/ad625fe9-b699-437d-8c21-5d6fccdde5ac/thumbnail.jpg,https://vz-cddd003b-54d.b-cdn.net/ad625fe9-b699-437d-8c21-5d6fccdde5ac/preview.webp?v=1752883479,https://olympo.b-cdn.net/brazos/Press-Banca-Cerrado.mp4
press-banca-inclinado,Press de banca inclinado con barra libre,"En banco inclinado, sujeta la barra a la altura de los hombros, baja al pecho superior y empuja hacia arriba. Más énfasis en la parte alta del pectoral y en hombros. Ideal para volumen y fuerza.","[""Aumenta masa en la parte superior"",""Mejora fuerza general"",""Permite carga progresiva""]","[""Ángulo incorrecto del banco"",""Rebote de barra"",""Codos muy abiertos""]","[""Ajusta bien el banco"",""No bloquees los codos"",""Mantén control en el descenso""]",compuesto,Pectoral mayor,"[""Deltoides anterior"",""Tríceps braquial""]","[""Barra"",""Banco inclinado""]","[""Intermedio"",""Avanzado""]",media,hipertrofia,9,"[""gimnasio"",""pecho"",""barra""]","[""press-banca-inclinado"",""press-banca-mancuernas-inclinado"",""hammer-pecho-inclinado""]",https://vz-cddd003b-54d.b-cdn.net/2b8c2ec1-14a4-445c-8173-5585771ecb2b/playlist.m3u8,https://iframe.mediadelivery.net/play/458976/2b8c2ec1-14a4-445c-8173-5585771ecb2b,https://vz-cddd003b-54d.b-cdn.net/2b8c2ec1-14a4-445c-8173-5585771ecb2b/thumbnail_96481fee.jpg,https://vz-cddd003b-54d.b-cdn.net/2b8c2ec1-14a4-445c-8173-5585771ecb2b/preview.webp?v=1761159213,https://olympo.b-cdn.net/pecho/Press-Banca-Inclinado.MOV
press-banca-mancuernas-declinado,Press de pecho declinado con mancuernas,"Acuéstate en banco declinado, sujeta las mancuernas a la altura del pecho inferior. Empuja hacia arriba con control, sin chocar mancuernas. Excelente para enfatizar la zona baja del pecho y reducir tensión en hombros.","[""Aísla el pectoral inferior"",""Menos estrés en hombro"",""Varía el estímulo en el press""]","[""Usar mancuernas pesadas sin control"",""Chocar las mancuernas arriba"",""Pies mal posicionados""]","[""Ajusta el banco a la declinación correcta"",""Controla el peso"",""No uses impulso""]",compuesto,Pectoral mayor,"[""Deltoides anterior"",""Tríceps braquial""]","[""Mancuernas"",""Banco declinado""]","[""Intermedio"",""Avanzado""]",media,hipertrofia,7,"[""gimnasio"",""pecho"",""mancuernas""]","[""press-banca-mancuernas-declinado"",""hammer-pecho-declinado"",""hammer-strength-press-declinado""]",https://vz-cddd003b-54d.b-cdn.net/cf6d081a-e24c-4d76-a631-331f39ad1474/playlist.m3u8,https://iframe.mediadelivery.net/play/458976/cf6d081a-e24c-4d76-a631-331f39ad1474,https://vz-cddd003b-54d.b-cdn.net/cf6d081a-e24c-4d76-a631-331f39ad1474/thumbnail.jpg,https://vz-cddd003b-54d.b-cdn.net/cf6d081a-e24c-4d76-a631-331f39ad1474/preview.webp?v=1752875152,https://olympo.b-cdn.net/pecho/Press-Banca-Mancuernas-Declinado.mp4
press-banca-mancuernas-inclinado,Press de pecho inclinado con mancuernas,"En banco inclinado a 30-45°, sujeta una mancuerna en cada mano sobre los hombros. Empuja las mancuernas hacia arriba, palmas al frente, y baja controlando. Ideal para trabajar la parte superior del pecho y corregir asimetrías.","[""Foco en pectoral superior"",""Mejora fuerza y simetría"",""Más seguro para hombros que la barra""]","[""No ajustar bien el ángulo del banco"",""Chocar mancuernas"",""Bajar muy rápido""]","[""Ajusta el banco antes de empezar"",""Controla cada repetición"",""Mantén pies en el suelo""]",compuesto,Pectoral mayor,"[""Deltoides anterior"",""Tríceps braquial""]","[""Mancuernas"",""Banco inclinado""]","[""Intermedio"",""Avanzado""]",media,hipertrofia,8,"[""gimnasio"",""pecho"",""mancuernas""]","[""press-banca-mancuernas-inclinado"",""press-banca-inclinado"",""hammer-pecho-inclinado""]",https://vz-cddd003b-54d.b-cdn.net/64c7728d-e03b-4b4e-985c-5ba9944be296/playlist.m3u8,https://iframe.mediadelivery.net/play/458976/64c7728d-e03b-4b4e-985c-5ba9944be296,https://vz-cddd003b-54d.b-cdn.net/64c7728d-e03b-4b4e-985c-5ba9944be296/thumbnail.jpg,https://vz-cddd003b-54d.b-cdn.net/64c7728d-e03b-4b4e-985c-5ba9944be296/preview.webp?v=1771994373,https://olympo.b-cdn.net/pecho/Apertura-Mancuernas-Inclinado.mp4
press-banca-mancuernas-plano,Press de pecho plano con mancuernas,"Acuéstate en banco plano con una mancuerna en cada mano, pies apoyados en el suelo. Empuja ambas mancuernas hacia arriba desde el pecho, con palmas al frente, y baja controlando el movimiento. No choques las mancuernas arriba ni uses impulso. Permite mejor rango y activación unilateral que la barra.","[""Desarrolla masa y fuerza en pecho"",""Permite mayor rango de movimiento"",""Corrige desequilibrios musculares""]","[""Usar mancuernas muy pesadas"",""Chocar mancuernas arriba"",""Separar los codos en exceso""]","[""Elige pesos adecuados"",""Mantén espalda pegada al banco"",""Controla el descenso""]",compuesto,Pectoral mayor,"[""Deltoides anterior"",""Tríceps braquial""]","[""Mancuernas"",""Banco plano""]","[""Principiante"",""Intermedio"",""Avanzado""]",media,hipertrofia,9,"[""gimnasio"",""pecho"",""mancuernas""]","[""press-banca-mancuernas-plano"",""press-banca-plano"",""hammer-pecho-plano""]",https://vz-cddd003b-54d.b-cdn.net/9d5b2fa0-f205-4405-8fa8-7f83d5c6c477/playlist.m3u8,https://iframe.mediadelivery.net/play/458976/9d5b2fa0-f205-4405-8fa8-7f83d5c6c477,https://vz-cddd003b-54d.b-cdn.net/9d5b2fa0-f205-4405-8fa8-7f83d5c6c477/thumbnail.jpg,https://vz-cddd003b-54d.b-cdn.net/9d5b2fa0-f205-4405-8fa8-7f83d5c6c477/preview.webp?v=1752875205,https://olympo.b-cdn.net/pecho/Press-Banca-Mancuernas-Plano.mp4
press-banca-plano,Press de banca plano con barra libre,"Acostado en banco plano, pies en el suelo, sujeta la barra con agarre medio. Baja la barra hasta el pecho medio y empuja hacia arriba sin bloquear los codos. Clásico para fuerza y masa muscular.","[""Desarrolla fuerza máxima"",""Trabaja gran parte del pectoral"",""Permite uso de cargas progresivas""]","[""No mantener los pies en el suelo"",""Rebote de barra en el pecho"",""Codos muy abiertos""]","[""Usa observador para cargas altas"",""No bloquees los codos"",""Mantén postura estable""]",compuesto,Pectoral mayor,"[""Deltoides anterior"",""Tríceps braquial""]","[""Barra"",""Banco plano""]","[""Intermedio"",""Avanzado""]",media,hipertrofia,10,"[""gimnasio"",""pecho"",""barra""]","[""press-banca-plano"",""press-banca-mancuernas-plano"",""hammer-pecho-plano""]",https://vz-cddd003b-54d.b-cdn.net/e9a39f33-4e79-494a-8b5c-f3df0e661272/playlist.m3u8,https://iframe.mediadelivery.net/play/458976/e9a39f33-4e79-494a-8b5c-f3df0e661272,https://vz-cddd003b-54d.b-cdn.net/e9a39f33-4e79-494a-8b5c-f3df0e661272/thumbnail.jpg,https://vz-cddd003b-54d.b-cdn.net/e9a39f33-4e79-494a-8b5c-f3df0e661272/preview.webp?v=1771994256,https://olympo.b-cdn.net/pecho/Press-Banca-Plano.MOV
press-bradford,Press Bradford (Bradford Press),"De pie, sujeta la barra sobre los hombros, pies al ancho. Empuja la barra sobre la cabeza pero sin bloquear los codos, pasa por encima de la cabeza y baja por detrás del cuello, luego repite en sentido inverso. El movimiento es continuo, con poco rango final.","[""Desarrolla movilidad de hombro"",""Trabaja deltoides anterior y medio"",""Menos estrés en codos que el press militar tradicional""]","[""Bajar la barra muy por detrás del cuello"",""Usar peso excesivo"",""No controlar la bajada""]","[""Evita cargas altas"",""Calienta bien los hombros"",""No realizar si tienes molestias cervicales""]",compuesto,Deltoides anterior,"[""Deltoides medio"",""Trapecio"",""Tríceps""]","[""Barra""]","[""Intermedio"",""Avanzado""]",media,hipertrofia,7,"[""gimnasio"",""hombros"",""barra""]","[""press-militar-barra"",""press-hombro-barra"",""press-hombro-maquina-pie""]",https://vz-cddd003b-54d.b-cdn.net/3befa476-7232-4af5-9dee-1b4f60bffc90/playlist.m3u8,https://iframe.mediadelivery.net/play/458976/3befa476-7232-4af5-9dee-1b4f60bffc90,https://vz-cddd003b-54d.b-cdn.net/3befa476-7232-4af5-9dee-1b4f60bffc90/thumbnail.jpg,https://vz-cddd003b-54d.b-cdn.net/3befa476-7232-4af5-9dee-1b4f60bffc90/preview.webp?v=1752877530,https://olympo.b-cdn.net/hombros/Press-Bradford.mp4
press-cerrado-mancuernas,Press cerrado con mancuernas,"Acostado en un banco plano, sostiene una mancuerna en cada mano, palmas enfrentadas y juntas sobre el pecho. Baja las mancuernas de forma controlada hacia el pecho, manteniendo los codos cerca del torso. Empuja las mancuernas hacia arriba usando principalmente los tríceps. Aprieta en la parte superior y repite.","[""Desarrolla fuerza y masa general de tríceps"",""Permite un rango de movimiento natural"",""Ayuda a corregir desequilibrios entre brazos""]","[""Abrir los codos hacia los lados"",""Separar demasiado las mancuernas"",""No controlar el descenso""]","[""Mantén los codos cerca del torso"",""Controla las mancuernas en todo momento"",""Comienza con peso moderado""]",compuesto,Tríceps braquial,"[""Pectoral mayor"",""Deltoides anterior"",""Ancóneo""]","[""Mancuernas"",""Banco plano""]","[""Principiante"",""Intermedio"",""Avanzado""]",media,hipertrofia,9,"[""gimnasio"",""brazos"",""pecho""]","[""press-banca-cerrado"",""press-cerrado-smith"",""press-tate""]",https://vz-cddd003b-54d.b-cdn.net/bf3b5765-af92-4ccc-b174-892575c484ac/playlist.m3u8,https://iframe.mediadelivery.net/play/458976/bf3b5765-af92-4ccc-b174-892575c484ac,https://vz-cddd003b-54d.b-cdn.net/bf3b5765-af92-4ccc-b174-892575c484ac/thumbnail.jpg,https://vz-cddd003b-54d.b-cdn.net/bf3b5765-af92-4ccc-b174-892575c484ac/preview.webp?v=1752883397,https://olympo.b-cdn.net/brazos/Press-Cerrado-Mancuernas.mp4
press-cerrado-smith,Press cerrado en smith,"acuestate en la maquina smith con banco, realizando un agarre cerrado (manos juntas) y empuja las barra hacia arriba hasta extender los brazos, manteniendo los codos cerca del cuerpo. Regresa de forma controlada hasta sentir estiramiento en los tríceps. Concéntrate en empujar con los tríceps y no rebotes la carga.","[""Permite trabajar tríceps con alta carga de forma segura"",""Trazo guiado y estable"",""Alternativa eficaz al press cerrado con barra libre""]","[""Agarre demasiado ancho"",""Abrir los codos"",""Hacer el movimiento sin control""]","[""Ajusta el asiento y el agarre"",""Mantén los codos cerca del torso"",""Controla el movimiento en ambas fases""]",compuesto,Tríceps braquial,"[""Pectoral mayor"",""Deltoides anterior""]","[""Máquina multifuerza""]","[""Principiante"",""Intermedio"",""Avanzado""]",media,hipertrofia,8,"[""gimnasio"",""brazos""]","[""press-banca-cerrado"",""press-cerrado-mancuernas"",""fondos-triceps-maquina-especifica""]",https://vz-cddd003b-54d.b-cdn.net/22e0995c-e2f4-4e5f-af28-2d3c560f2a10/playlist.m3u8,https://iframe.mediadelivery.net/play/458976/22e0995c-e2f4-4e5f-af28-2d3c560f2a10,https://vz-cddd003b-54d.b-cdn.net/22e0995c-e2f4-4e5f-af28-2d3c560f2a10/thumbnail.jpg,https://vz-cddd003b-54d.b-cdn.net/22e0995c-e2f4-4e5f-af28-2d3c560f2a10/preview.webp?v=1752883539,https://olympo.b-cdn.net/brazos/Press-Cerrado-Smith.mp4
press-frances-banco-inclinado,Press francés en banco plano o inclinado,"Acostado en un banco plano o inclinado, sujeta una barra Z o recta con palmas hacia arriba, manos juntas. Baja la barra hacia la frente (plano) o detrás de la cabeza (inclinado), manteniendo los codos estables y cerca del cuerpo. Extiende los codos para regresar a la posición inicial. Controla la barra en todo momento.","[""Desarrolla masa y fuerza de tríceps"",""Permite variar el ángulo de trabajo"",""Aumenta el estiramiento de la cabeza larga del tríceps""]","[""Abrir los codos hacia los lados"",""Mover excesivamente los hombros"",""No controlar el rango de movimiento""]","[""Usa un peso controlable"",""Considera un observador con cargas altas"",""Mantén los codos estables""]",aislado,Tríceps braquial,"[""Ancóneo"",""Deltoides anterior"",""Pectoral mayor""]","[""Barra Z o recta"",""Banco plano o inclinado"",""Discos""]","[""Intermedio"",""Avanzado""]",media,hipertrofia,9,"[""gimnasio"",""brazos""]","[""press-frances-barra-z"",""press-cerrado-mancuernas"",""extension-triceps-por-encima-cabeza-barra""]",https://vz-cddd003b-54d.b-cdn.net/c0f4ff35-d8b3-43bd-9a79-65ad0b1fb314/playlist.m3u8,https://iframe.mediadelivery.net/play/458976/c0f4ff35-d8b3-43bd-9a79-65ad0b1fb314,https://vz-cddd003b-54d.b-cdn.net/c0f4ff35-d8b3-43bd-9a79-65ad0b1fb314/thumbnail.jpg,https://vz-cddd003b-54d.b-cdn.net/c0f4ff35-d8b3-43bd-9a79-65ad0b1fb314/preview.webp?v=1752883586,https://olympo.b-cdn.net/brazos/Press-Frances-Banco-Plano-Inclinado.mp4
press-frances-barra-z,Press francés con barra Z,"Acostado en un banco plano o declinado, sujeta una barra Z con las palmas hacia arriba/atrás y los brazos extendidos. Flexiona los codos para bajar la barra hacia la frente o ligeramente detrás de la cabeza, luego extiende los codos para regresar a la posición inicial. Mantén los codos cerca y controla el peso en todo momento.","[""Aísla y desarrolla las tres cabezas del tríceps"",""Reduce el estrés en muñecas y codos"",""Permite sobrecarga progresiva""]","[""Abrir los codos hacia los lados"",""Usar impulso del pecho"",""Bajar la barra rápido y sin control""]","[""Controla la barra para evitar golpes"",""Mantén los codos cerrados"",""Evita cargas excesivas""]",aislado,Tríceps braquial,"[""Ancóneo"",""Deltoides anterior"",""Pectoral mayor""]","[""Barra Z"",""Banco plano o declinado"",""Discos""]","[""Intermedio"",""Avanzado""]",media,hipertrofia,9,"[""gimnasio"",""brazos""]","[""press-frances-banco-inclinado"",""extension-triceps-pie-barra-z"",""press-cerrado-smith""]",https://vz-cddd003b-54d.b-cdn.net/367ff2ed-b238-4a48-a343-aeaf52d9a86b/playlist.m3u8,https://iframe.mediadelivery.net/play/458976/367ff2ed-b238-4a48-a343-aeaf52d9a86b,https://vz-cddd003b-54d.b-cdn.net/367ff2ed-b238-4a48-a343-aeaf52d9a86b/thumbnail.jpg,https://vz-cddd003b-54d.b-cdn.net/367ff2ed-b238-4a48-a343-aeaf52d9a86b/preview.webp?v=1752883682,https://olympo.b-cdn.net/brazos/Press-Frances-Barra-Z.mp4
press-hombro-barra,Press de Hombro con barra (Overhead Press - OHP),"Press vertical con barra desde hombros sobre la cabeza, de pie o sentado. Mantén core activo, controla el descenso. Ejercicio fundamental de fuerza para deltoides, tríceps y core.","[""Desarrolla fuerza y masa de hombros"",""Mejora empuje vertical"",""Entrena core y estabilidad""]","[""Arquear espalda"",""Codos hacia fuera"",""No bajar suficiente""]","[""Forma estricta"",""Progresión gradual"",""Atento a lesiones""]",compuesto,Deltoides anterior,"[""Deltoides lateral"",""Tríceps"",""Trapecio"",""Core""]","[""Barra"",""discos""]","[""Principiante"",""Intermedio"",""Avanzado""]",alta,hipertrofia,9,"[""hombros"",""gimnasio"",""barra""]","[""press-hombro-barra"",""press-agarre-neutro"",""press-hombro-mancuernas""]",https://vz-cddd003b-54d.b-cdn.net/fcbd5006-9844-40cd-a15e-841dda141785/playlist.m3u8,https://iframe.mediadelivery.net/play/458976/fcbd5006-9844-40cd-a15e-841dda141785,https://vz-cddd003b-54d.b-cdn.net/fcbd5006-9844-40cd-a15e-841dda141785/thumbnail.jpg,https://vz-cddd003b-54d.b-cdn.net/fcbd5006-9844-40cd-a15e-841dda141785/preview.webp?v=1752877574,https://olympo.b-cdn.net/hombros/Press-Hombro-Barra.mp4
press-hombro-mancuernas,Press de Hombro con mancuernas(Overhead Press - OHP),"Press vertical con  mancuernas desde hombros sobre la cabeza, de pie o sentado. Mantén core activo, controla el descenso. Ejercicio fundamental de fuerza para deltoides, tríceps y core.","[""Desarrolla fuerza y masa de hombros"",""Mejora empuje vertical"",""Entrena core y estabilidad""]","[""Arquear espalda"",""Codos hacia fuera"",""No bajar suficiente""]","[""Forma estricta"",""Progresión gradual"",""Atento a lesiones""]",compuesto,Deltoides anterior,"[""Deltoides lateral"",""Tríceps"",""Trapecio"",""Core""]","[""Barra"",""Mancuernas"",""Kettlebell""]","[""Principiante"",""Intermedio"",""Avanzado""]",alta,hipertrofia,9,"[""hombros"",""gimnasio"",""mancuernas""]","[""press-hombro-mancuernas"",""press-hombro-barra"",""press-arnold""]",https://vz-cddd003b-54d.b-cdn.net/02d4f720-6a13-44c2-825f-902372897bed/playlist.m3u8,https://iframe.mediadelivery.net/play/458976/02d4f720-6a13-44c2-825f-902372897bed,https://vz-cddd003b-54d.b-cdn.net/02d4f720-6a13-44c2-825f-902372897bed/thumbnail.jpg,https://vz-cddd003b-54d.b-cdn.net/02d4f720-6a13-44c2-825f-902372897bed/preview.webp?v=1752877669,https://olympo.b-cdn.net/hombros/Press-Hombro-Mancuernas.mp4
